City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,ugoofaaru,5.6667,73.0,82.99,70,42,7.7,MV,1680372756
359,kurchum,48.5722,83.6542,22.78,55,0,13.89,KZ,1680372757
360,lisakovsk,52.5369,62.4936,32.83,71,6,10.71,KZ,1680372757
361,ribeira grande,38.5167,-28.7,64.8,88,40,15.99,PT,1680372758
362,berlevag,70.8578,29.0864,28.35,69,100,25.32,NO,1680372758
363,saint-augustin,51.226,-58.6502,35.04,57,75,10.13,CA,1680372758
364,cockburn town,21.4612,-71.1419,80.56,61,40,11.5,TC,1680372733
365,pangnirtung,66.1451,-65.7125,10.4,52,75,4.61,CA,1680372760
366,doha,25.2867,51.5333,67.98,54,0,23.02,QA,1680372749
367,umba,66.6871,34.3429,22.08,94,91,5.41,RU,1680372761
368,beberibe,-4.1797,-38.1306,82.63,72,79,6.71,BR,1680372495
369,bontang,0.1333,117.5,76.75,83,100,4.34,ID,1680372490
370,salalah,17.0151,54.0924,82.49,78,75,9.22,OM,1680372762
371,ornskoldsvik,63.2909,18.7153,29.35,59,8,4.61,SE,1680372763
372,lagoa,39.05,-27.9833,60.94,87,100,21.61,PT,1680372763
373,sri aman,1.2376,111.4621,74.37,90,100,0.36,MY,1680372764
374,krasnovishersk,60.4078,57.082,36.43,95,100,11.63,RU,1680372764
375,hoa binh,20.8133,105.3383,76.24,96,96,3.47,VN,1680372765
376,moindou,-21.6924,165.677,76.95,87,21,2.37,NC,1680372765
377,nouadhibou,20.931,-17.0347,89.58,25,0,10.36,MR,1680372763
378,kalinovskaya,43.5758,45.5192,42.08,75,100,6.82,RU,1680372766
379,qui nhon,13.7667,109.2333,75.78,85,90,4.97,VN,1680372767
380,dudinka,69.4058,86.1778,23.27,95,100,23.96,RU,1680372768
381,half moon bay,37.4636,-122.4286,61.45,63,0,8.05,US,1680372769
382,quelimane,-17.8786,36.8883,74.48,81,100,4.09,MZ,1680372770
383,romitan,39.9343,64.3814,66.15,48,0,0.0,UZ,1680372771
384,umm lajj,25.0213,37.2685,71.49,56,5,13.51,SA,1680372772
385,ternate,0.8,127.4,79.03,85,100,7.09,ID,1680372475
386,kaabong,3.4836,34.1492,69.1,64,96,4.45,UG,1680372775
387,anadyr,64.75,177.4833,5.5,84,20,22.37,RU,1680372776
388,polson,47.6936,-114.1632,41.72,80,100,8.99,US,1680372777
389,keti bandar,24.1447,67.4497,77.02,66,1,13.2,PK,1680372778
390,nalut,30.3333,10.85,75.15,12,0,7.7,LY,1680372778
391,luganville,-15.5333,167.1667,78.85,87,73,2.01,VU,1680372779
392,ulagan,50.6321,87.9563,2.91,98,98,3.04,RU,1680372779
393,torbay,47.6666,-52.7314,42.89,50,75,17.27,CA,1680372780
394,maragogi,-9.0122,-35.2225,82.06,69,50,8.34,BR,1680372781
395,flinders,-34.5833,150.8552,61.18,88,75,4.0,AU,1680372782
396,show low,34.2542,-110.0298,59.29,12,0,17.27,US,1680372500
397,presidente medici,-11.1753,-61.9014,79.63,87,100,2.1,BR,1680372566
398,beloha,-25.1667,45.05,72.52,89,89,10.04,MG,1680372783
399,talaya,61.3833,152.75,6.48,97,76,3.91,RU,1680372784
400,shahabad,27.65,79.95,69.31,65,13,5.57,IN,1680372785
401,itoman,26.1247,127.6694,68.4,77,20,25.32,JP,1680372786
402,manokwari,-0.8667,134.0833,77.49,84,98,3.89,ID,1680372787
403,tochio,37.4667,139.0,41.05,78,0,2.68,JP,1680372788
404,rolante,-29.6506,-50.5758,75.54,45,0,7.2,BR,1680372595
405,praia,14.9215,-23.5087,90.14,23,0,18.41,CV,1680372789
406,buta,2.7858,24.73,76.68,64,98,3.22,CD,1680372790
407,biloxi,30.396,-88.8853,84.25,69,40,16.11,US,1680372732
408,leshukonskoye,64.8989,45.7622,25.9,97,100,3.69,RU,1680372791
409,san quintin,30.4833,-115.95,61.0,64,0,14.16,MX,1680372792
410,bukachacha,52.9833,116.9167,21.49,64,97,6.02,RU,1680372792
411,solnechnyy,50.7214,136.6319,29.1,85,8,4.5,RU,1680372793
412,mapiripan,2.8892,-72.1256,83.12,65,93,1.39,CO,1680372794
413,gasa,31.5,34.4667,53.89,65,0,5.26,PS,1680372794
414,isangel,-19.55,169.2667,78.21,87,4,4.25,VU,1680372795
415,valencia,39.3333,-0.8333,72.68,35,15,23.0,ES,1680372296
416,la palma,33.8464,-118.0467,71.82,56,0,4.0,US,1680372796
417,strezhevoy,60.7333,77.5889,30.31,85,100,14.92,RU,1680372797
418,french harbor,16.35,-86.4333,84.2,74,20,19.57,HN,1680372797
419,waycross,31.2136,-82.354,84.97,58,75,17.27,US,1680372798
420,genhe,50.7833,121.5167,31.64,96,99,3.6,CN,1680372799
421,vanavara,60.34,102.2797,-10.86,100,38,2.44,RU,1680372800
422,sovetskiy,61.3614,63.5842,37.71,94,100,11.9,RU,1680372801
423,koslan,63.4564,48.8989,23.59,97,99,3.71,RU,1680372802
424,iberia,29.9502,-91.7507,87.87,45,75,11.5,US,1680372802
425,souillac,-20.5167,57.5167,79.18,83,20,6.91,MU,1680372750
426,chumikan,54.7183,135.315,29.86,97,90,4.54,RU,1680372804
427,kiri buru,22.0833,85.35,72.39,59,36,3.78,IN,1680372804
428,marystown,47.1666,-55.1483,35.82,66,80,13.53,CA,1680372805
429,sande,53.5049,8.0142,42.03,89,100,21.77,DE,1680372806
430,yumaguzino,52.9041,56.3933,35.64,79,94,7.76,RU,1680372806
431,blatnica,44.4864,17.8233,44.8,90,41,5.26,BA,1680372807
432,socorro,31.6546,-106.3033,70.81,9,40,4.61,US,1680372808
433,antipino,57.1068,65.7576,37.69,72,95,13.31,RU,1680372808
434,yidu,24.1614,115.1328,66.99,97,96,1.39,CN,1680372809
435,duzce,40.8389,31.1639,56.5,67,99,7.43,TR,1680372809
436,katsuura,35.1333,140.3,59.02,77,98,11.03,JP,1680372768
437,yuxia,34.0615,108.6291,63.54,68,9,8.79,CN,1680372810
438,kanniyakumari,8.0833,77.5667,81.0,81,1,11.43,IN,1680372811
439,benjamin constant,-4.3831,-70.0311,87.93,70,40,4.61,BR,1680372811
440,caxito,-8.5785,13.6643,76.28,88,40,4.47,AO,1680372812
441,saint-joseph,-21.3667,55.6167,79.18,86,47,9.1,RE,1680372751
442,narasapur,16.45,81.6667,79.36,85,39,7.18,IN,1680372813
443,abu kamal,34.4506,40.9171,59.72,36,10,3.44,SY,1680372816
444,hohhot,40.8106,111.6522,50.9,58,86,10.74,CN,1680372627
445,muros,42.7762,-9.0603,59.68,52,28,11.79,ES,1680372766
446,markova,48.6758,24.4138,45.95,84,90,1.45,UA,1680372818
447,kieta,-6.2167,155.6333,77.56,84,69,3.0,PG,1680372819
448,zhurivka,50.5028,31.7849,50.76,71,100,18.21,UA,1680372819
449,san joaquin,37.9333,-121.3011,61.32,54,0,4.61,US,1680372820
450,edmundston,47.3737,-68.3251,34.03,90,100,12.66,CA,1680372755
451,aldergrove,49.058,-122.4709,47.41,71,75,12.66,CA,1680372821
452,menongue,-14.6585,17.691,66.52,86,92,0.96,AO,1680372821
453,wanning,18.8003,110.3967,76.64,90,25,7.9,CN,1680372822
454,dwarka,22.2394,68.9678,76.64,76,15,12.39,IN,1680372822
455,mount gambier,-37.8333,140.7667,48.54,83,40,0.96,AU,1680372823
456,yeroham,30.9872,34.9314,55.35,57,0,10.09,IL,1680372823
457,abu dhabi,24.4667,54.3667,73.51,79,20,10.36,AE,1680372824
458,vegachi,6.7614,-74.7947,80.22,67,77,1.36,CO,1680372824
459,ambunti,-4.2365,142.8448,73.06,99,71,0.72,PG,1680372825
460,hearst,49.6835,-83.6665,23.25,79,66,10.07,CA,1680372826
461,manaul,12.453,121.4107,77.43,71,89,5.03,PH,1680372826
462,pout,14.7739,-17.0603,95.76,14,0,9.22,SN,1680372827
463,vicuna,-30.0319,-70.7081,60.53,31,12,8.14,CL,1680372827
464,lorengau,-2.0226,147.2712,80.04,79,98,4.23,PG,1680372828
465,bure,10.7,37.0667,67.73,30,95,5.03,ET,1680372828
466,lima,-12.0432,-77.0282,80.85,65,0,9.22,PE,1680372629
467,kunda,25.7167,81.5167,72.79,57,5,5.08,IN,1680372829
468,kudat,6.8837,116.8477,79.09,81,100,3.62,MY,1680372830
469,kyren,51.6828,102.1408,9.57,81,90,1.36,RU,1680372831
470,morondava,-20.2833,44.2833,79.83,83,83,6.15,MG,1680372832
471,kita,13.0349,-9.4895,100.8,5,57,7.31,ML,1680372834
472,praia da vitoria,38.7333,-27.0667,66.45,82,20,16.98,PT,1680372835
473,ginir,7.1333,40.7,61.34,79,32,3.91,ET,1680372836
474,yamada,39.4667,141.95,42.66,80,28,6.91,JP,1680372837
475,coahuayana,18.7333,-103.6833,91.53,29,33,7.94,MX,1680372838
476,fortuna,40.5982,-124.1573,51.93,89,100,1.99,US,1680372839
477,bida,9.0833,6.0167,95.36,20,22,1.23,NG,1680372840
478,kudahuvadhoo,2.6708,72.8944,82.45,70,17,2.8,MV,1680372840
479,valpacos,41.6075,-7.3109,55.83,71,82,10.2,PT,1680372841
480,dir,35.2058,71.8756,50.99,89,95,0.18,PK,1680372841
481,darhan,49.4867,105.9228,16.32,83,100,19.13,MN,1680372842
482,xuddur,4.1213,43.8894,86.36,43,81,9.62,SO,1680372843
483,takahata,38.0025,140.1911,42.37,77,0,1.45,JP,1680372844
484,arman,59.7,150.1667,26.02,99,98,2.75,RU,1680372844
485,iralaya,15.0,-83.2333,82.53,67,48,13.96,HN,1680372845
486,aden,12.7794,45.0367,82.9,81,12,8.1,YE,1680372847
487,pendleton,45.6721,-118.7886,50.23,62,75,21.85,US,1680372847
488,puerto colombia,10.9878,-74.9547,87.89,72,89,23.09,CO,1680372848
489,alpena,45.0617,-83.4327,30.52,94,100,20.71,US,1680372849
490,sterling,39.0062,-77.4286,75.7,56,20,13.0,US,1680372733
491,pisco,-13.7,-76.2167,77.02,81,36,7.25,PE,1680372850
492,kailua,21.4022,-157.7394,76.98,81,100,4.0,US,1680372850
493,valdivia,-39.8142,-73.2459,59.09,68,100,1.72,CL,1680372692
494,plettenberg bay,-34.0527,23.3716,63.05,82,0,5.08,ZA,1680372852
495,jiayuguan,39.8167,98.3,34.07,41,100,14.45,CN,1680372853
496,imeni poliny osipenko,52.4201,136.4853,24.06,95,7,2.71,RU,1680372853
497,marsh harbour,26.5412,-77.0636,76.86,75,25,15.75,BS,1680372854
498,sao joao da barra,-21.6403,-41.0511,89.69,73,65,11.45,BR,1680372855
499,huacho,-11.1067,-77.605,79.32,74,95,8.41,PE,1680372856
500,quesnel,52.9999,-122.5029,41.5,52,0,2.3,CA,1680372857
501,central point,42.376,-122.9164,45.84,82,100,5.75,US,1680372857
502,outlook,51.5001,-107.0513,32.58,97,27,3.67,CA,1680372858
503,ipixuna,-1.7625,-48.8043,74.97,97,100,2.48,BR,1680372858
504,lewistown,40.5992,-77.5714,76.15,64,0,14.97,US,1680372859
505,hami,42.8,93.45,34.77,25,45,12.91,CN,1680372776
506,anaco,9.4389,-64.4728,88.47,43,86,11.52,VE,1680372861
507,maniitsoq,65.4167,-52.9,21.72,55,58,2.21,GL,1680372862
508,chapais,49.7834,-74.8492,28.18,94,100,8.14,CA,1680372863
509,kurilsk,45.2333,147.8833,28.26,88,55,9.78,RU,1680372938
510,maarianhamina,60.0973,19.9348,32.83,69,0,8.05,AX,1680372939
511,brae,60.3964,-1.353,43.75,72,91,9.73,GB,1680372720
512,panguna,-6.3164,155.4848,66.92,94,87,1.92,PG,1680372940
513,velyka oleksandrivka,47.3197,33.3037,46.87,83,88,10.45,UA,1680372940
514,kargat,55.1956,80.2811,15.33,90,76,5.97,RU,1680372941
515,kargasok,59.0556,80.8572,26.08,81,100,13.29,RU,1680372941
516,de aar,-30.6497,24.0123,72.28,23,26,6.08,ZA,1680372942
517,inndyr,67.0338,14.0276,33.84,74,90,4.79,NO,1680372943
518,kahuta,33.5913,73.3868,58.86,79,48,4.21,PK,1680372943
519,aksha,50.2814,113.2867,25.11,42,100,11.18,RU,1680372944
520,caaguazu,-25.45,-56.0167,85.17,53,60,5.64,PY,1680372944
521,zlitan,32.4674,14.5687,70.12,42,26,4.14,LY,1680372945
522,lake cowichan,48.825,-124.0546,46.53,89,73,5.39,CA,1680372917
523,beyneu,45.3167,55.2,58.93,22,100,16.58,KZ,1680372946
524,zalantun,48.0,122.7167,54.84,40,100,2.44,CN,1680372946
525,seguela,7.9611,-6.6731,92.28,31,41,3.91,CI,1680372790
526,alekseyevsk,57.8406,108.3492,-4.5,100,66,1.12,RU,1680372947
527,paredon,16.0333,-93.8667,87.71,57,39,12.64,MX,1680372948
528,wau,7.7029,27.9953,87.06,23,58,3.09,SS,1680372948
529,san cristobal,7.7669,-72.225,66.38,60,93,6.53,VE,1680372797
530,yerbogachen,61.2767,108.0108,-15.97,100,25,3.31,RU,1680372949
531,roald,62.5833,6.1333,41.09,60,0,11.5,NO,1680372950
532,timizart,36.8,4.2667,57.29,82,87,4.99,DZ,1680372951
533,ketchikan,55.3422,-131.6461,37.87,87,75,13.8,US,1680372763
534,grand valley,43.9001,-80.3164,50.52,69,24,16.89,CA,1680372953
535,belyy yar,53.6039,91.3903,8.49,78,0,0.0,RU,1680372954
536,ballina,-28.8667,153.5667,57.78,89,22,7.25,AU,1680372956
537,gazojak,41.1875,61.4036,67.08,22,100,5.5,TM,1680372748
538,balakhta,55.38,91.6,3.56,97,71,2.46,RU,1680372957
539,saint-georges,12.0564,-61.7485,83.88,65,100,28.77,GD,1680372947
540,havre-saint-pierre,50.2334,-63.5986,35.96,69,75,14.97,CA,1680372958
541,vestmannaeyjar,63.4427,-20.2734,43.79,75,75,19.57,IS,1680372959
542,yei,4.095,30.6779,72.41,59,94,3.58,SS,1680372959
543,kununurra,-15.7667,128.7333,76.98,83,37,0.0,AU,1680372960
544,malindi,-3.2175,40.1191,82.45,81,30,13.2,KE,1680372960
545,acarau,-2.8856,-40.12,82.71,73,90,8.81,BR,1680372813
546,santa cruz de la palma,28.6835,-17.7642,75.34,50,0,14.97,ES,1680372961
547,jining,35.405,116.5814,51.51,57,0,9.82,CN,1680372962
548,atar,20.5169,-13.0499,96.6,4,0,15.79,MR,1680372778
549,douentza,14.9951,-2.9517,93.6,5,23,8.39,ML,1680372963
550,sambava,-14.2667,50.1667,77.63,88,100,5.73,MG,1680372963
551,tarauaca,-8.1614,-70.7656,79.23,92,100,2.21,BR,1680372720
552,coalinga,36.1397,-120.3602,59.25,63,20,4.92,US,1680372607
553,dobryanka,58.4619,56.4165,35.11,92,100,9.19,RU,1680372967
554,havelock,34.8791,-76.9013,77.99,80,75,21.85,US,1680372771
555,yevlax,40.6089,47.1492,44.58,93,100,4.61,AZ,1680372971
556,broken hill,-31.95,141.4333,52.25,52,0,9.84,AU,1680372972
557,ilinskiy,55.619,38.1182,43.18,87,75,7.0,RU,1680372973
558,morant bay,17.8815,-76.4093,83.71,68,26,13.53,JM,1680372762
559,neyshabur,36.2133,58.7958,60.89,26,2,4.47,IR,1680372974
560,leningradskiy,69.3833,178.4167,6.15,93,100,25.08,RU,1680372739
561,mount isa,-20.7333,139.5,74.97,35,100,8.05,AU,1680372750
562,inhambane,-23.865,35.3833,75.18,88,20,6.2,MZ,1680372775
563,ilo,-17.6394,-71.3375,77.86,73,0,10.36,PE,1680372975
564,warkworth,-36.4,174.6667,64.49,93,100,4.41,NZ,1680372976
565,sangar,63.9242,127.4739,-12.66,92,53,10.22,RU,1680372977
566,taoudenni,22.6783,-3.9836,92.53,5,0,9.22,ML,1680372947
567,iwanai,42.9744,140.5089,36.28,93,57,2.44,JP,1680372978
568,nyirabrany,47.5531,22.024,53.24,78,100,5.17,HU,1680372979
569,launceston,-41.45,147.1667,44.24,87,83,2.3,AU,1680372980
570,vaijapur,19.9167,74.7333,79.88,30,29,10.65,IN,1680372980
571,zyryanka,65.75,150.85,-2.49,98,100,12.86,RU,1680372982
572,yelizovo,53.1873,158.3805,24.94,73,0,4.47,RU,1680372983
573,ushtobe,45.2514,77.9838,27.09,34,0,28.83,KZ,1680372985
574,saint george,37.1041,-113.5841,55.94,42,0,4.61,US,1680372723
575,berdigestyakh,62.0989,126.6992,-3.35,92,50,8.52,RU,1680372988
576,urbano santos,-3.2078,-43.4036,75.42,96,99,4.16,BR,1680372989
577,bayan,46.0833,127.4,51.55,30,98,6.15,CN,1680372790
578,kavaratti,10.5669,72.642,81.72,68,7,8.52,IN,1680372759
579,zaysan,47.4667,84.8667,23.38,51,38,9.46,KZ,1680372991
580,pudozh,61.8099,36.5345,25.52,97,100,2.84,RU,1680372992
581,quzhou,28.9594,118.8686,58.62,90,0,3.06,CN,1680372992
582,shieli,44.1667,66.75,48.88,15,17,28.77,KZ,1680372993
583,high rock,26.6208,-78.2833,82.42,76,32,13.49,BS,1680372993
584,plyussa,58.4308,29.3654,32.63,98,100,7.36,RU,1680372994
585,miraflores,19.2167,-98.8083,79.56,20,1,2.51,MX,1680372994
586,smiltene,57.4244,25.9016,32.56,98,100,9.33,LV,1680372995
587,dalbandin,28.8947,64.4101,77.59,20,7,15.57,PK,1680372803
588,rio gallegos,-51.6226,-69.2181,55.45,35,40,24.16,AR,1680372995
589,kedrovyy,56.1667,91.8167,0.01,98,66,2.13,RU,1680372733
590,nixa,37.0434,-93.2944,55.08,50,1,8.01,US,1680372997
591,kissidougou,9.1848,-10.0999,86.29,35,67,3.42,GN,1680372999
592,sakakah,29.9697,40.2064,60.37,26,0,7.83,SA,1680372999
593,sibi,29.5448,67.8764,80.83,40,35,3.0,PK,1680372945
